Time(us),Sensor 1,Sensor 2
10675,0.00,0.02
10676,0.00,0.03
10677,0.00,0.02
10678,0.00,0.02
10679,0.00,0.03
10680,0.00,0.02
10681,0.00,0.02
10682,0.00,0.02
10683,0.00,0.02
10684,0.00,0.03
10685,0.00,0.02
10686,0.00,0.03
10687,0.00,0.03
10688,0.00,0.03
10689,0.00,0.03
10690,0.00,0.03
10691,0.00,0.03
10692,0.00,0.03
10693,0.00,0.03
10694,0.00,0.03
10695,0.00,0.03
10696,0.00,0.03
10697,0.00,0.03
10698,0.00,0.03
10699,0.00,0.03
10700,0.00,0.03
10701,0.00,0.03
10702,0.00,0.03
10703,0.00,0.03
10704,0.00,0.03
10705,0.00,0.03
10706,0.00,0.03
10707,0.00,0.02
10708,0.00,0.03
10709,0.00,0.02
10710,0.00,0.03
10711,0.00,0.02
10712,0.00,0.03
10713,0.00,0.02
10714,0.00,0.03
10715,0.00,0.02
10716,0.00,0.03
10717,0.00,0.02
10718,0.00,0.03
10719,0.00,0.02
10720,0.00,0.03
10721,0.00,0.02
10722,0.00,0.03
10723,0.00,0.03
10724,0.00,0.03
10725,0.00,0.03
10726,0.00,0.03
10727,0.00,0.03
10728,0.00,0.03
10729,0.00,0.03
10730,0.00,0.03
10731,0.00,0.03
10732,0.00,0.03
10733,0.00,0.03
10734,0.00,0.03
10735,0.00,0.03
10736,0.00,0.03
10737,0.00,0.03
10738,0.00,0.03
10739,0.00,0.02
10740,0.00,0.03
10741,0.00,0.02
10742,0.00,0.03
10743,0.00,0.02
10744,0.00,0.03
10745,0.00,0.02
10746,0.00,0.03
10747,0.00,0.02
10748,0.00,0.03
10749,0.00,0.02
10750,0.00,0.03
10751,0.00,0.02
10752,0.00,0.03
10753,0.00,0.02
10754,0.00,0.03
10755,0.00,0.02
10756,0.00,0.03
10757,0.00,0.02
10758,0.00,0.03
10759,0.00,0.03
10760,0.00,0.03
10761,0.00,0.03
10762,0.00,0.03
10763,0.00,0.03
10764,0.00,0.03
10765,0.00,0.03
10766,0.00,0.03
10767,0.00,0.03
10768,0.00,0.03
10769,0.00,0.02
10770,0.00,0.03
10771,0.00,0.03
10772,0.00,0.03
10773,0.00,0.03
10774,0.00,0.03
10775,0.00,0.02
10776,0.00,0.03
10777,0.00,0.02
10778,0.00,0.03
10779,0.00,0.02
10780,0.00,0.03
10781,0.00,0.02
10782,0.00,0.03
10783,0.00,0.02
10784,0.00,0.03
10785,0.00,0.02
10786,0.00,0.03
10787,0.00,0.02
10788,0.00,0.03
10789,0.00,0.02
10790,0.00,0.03
10791,0.00,0.02
10792,0.00,0.03
10793,0.00,0.03
10794,0.00,0.03
10795,0.00,0.03
10796,0.00,0.03
10797,0.00,0.03
10798,0.00,0.03
10799,0.00,0.03
10800,0.00,0.03
10801,0.00,0.03
10802,0.00,0.03
10803,0.00,0.02
10804,0.00,0.03
10805,0.00,0.02
10806,0.00,0.03
10807,0.00,0.02
10808,0.00,0.03
10809,0.00,0.02
10810,0.00,0.03
10811,0.00,0.02
10812,0.00,0.03
10813,0.00,0.02
10814,0.00,0.03
10815,0.00,0.02
10816,0.00,0.03
10817,0.00,0.02
10818,0.00,0.03
10819,0.00,0.02
10820,0.00,0.03
10821,0.00,0.02
10822,0.00,0.03
10823,0.00,0.02
10824,0.00,0.03
10825,0.00,0.03
10826,0.00,0.03
10827,0.00,0.03
10828,0.00,0.03
10829,0.00,0.03
10830,0.00,0.03
10831,0.00,0.03
10832,0.00,0.03
10833,0.00,0.03
10834,0.00,0.03
10835,0.00,0.02
10836,0.00,0.03
10837,0.00,0.02
10838,0.00,0.03
10839,0.00,0.02
10840,0.00,0.03
10841,0.00,0.02
10842,0.00,0.03
10843,0.00,0.02
10844,0.00,0.03
10845,0.00,0.02
10846,0.00,0.03
10847,0.00,0.03
10848,0.00,0.03
10849,0.00,0.03
10850,0.00,0.03
10851,0.00,0.02
10852,0.00,0.03
10853,0.00,0.02
10854,0.00,0.03
10855,0.00,0.02
10856,0.00,0.03
10857,0.00,0.03
10858,0.00,0.03
10859,0.00,0.03
10860,0.00,0.03
10861,0.00,0.03
10862,0.00,0.03
10863,0.00,0.03
10864,0.00,0.03
10865,0.00,0.03
10866,0.00,0.03
10867,0.00,0.03
10868,0.00,0.03
10869,0.00,0.02
10870,0.00,0.03
10871,0.00,0.03
10872,0.00,0.02
10873,0.00,0.03
10874,0.00,0.02
10875,0.00,0.03
10876,0.00,0.03
10877,0.00,0.03
10878,0.00,0.02
10879,0.00,0.03
10880,0.00,0.02
10881,0.00,0.03
10882,0.00,0.02
10883,0.00,0.02
10884,0.00,0.03
10885,0.00,0.03
10886,0.00,0.03
10887,0.00,0.03
10888,0.00,0.03
10889,0.00,0.03
10890,0.00,0.03
10891,0.00,0.03
10892,0.00,0.03
10893,0.00,0.03
10894,0.00,0.03
10895,0.00,0.03
10896,0.00,0.03
10897,0.00,0.03
10898,0.00,0.03
10899,0.00,0.03
10900,0.00,0.03
10901,0.00,0.03
10902,0.00,0.03
10903,0.00,0.03
10904,0.00,0.02
10905,0.00,0.03
10906,0.00,0.02
10907,0.00,0.03
10908,0.00,0.02
10909,0.00,0.02
10910,0.00,0.02
10911,0.00,0.02
10912,0.00,0.03
10913,0.00,0.02
10914,0.00,0.03
10915,0.00,0.02
10916,0.00,0.03
10917,0.00,0.02
10918,0.00,0.03
10919,0.00,0.02
10920,0.00,0.03
10921,0.00,0.02
10922,0.00,0.02
10923,0.00,0.03
10924,0.00,0.03
10925,0.00,0.03
10926,0.00,0.03
10927,0.00,0.03
10928,0.00,0.03
10929,0.00,0.03
10930,0.00,0.03
10931,0.00,0.03
10932,0.00,0.03
10933,0.00,0.03
10934,0.00,0.03
10935,0.00,0.03
10936,0.00,0.03
10937,0.00,0.02
10938,0.00,0.03
10939,0.00,0.02
10940,0.00,0.03
10941,0.00,0.02
10942,0.00,0.03
10943,0.00,0.02
10944,0.00,0.03
10945,0.00,0.02
10946,0.00,0.03
10947,0.00,0.02
10948,0.00,0.03
10949,0.00,0.02
10950,0.00,0.03
10951,0.00,0.02
10952,0.00,0.03
10953,0.00,0.02
10954,0.00,0.03
10955,0.00,0.02
10956,0.00,0.03
10957,0.00,0.03
10958,0.00,0.03
10959,0.00,0.03
10960,0.00,0.03
10961,0.00,0.03
10962,0.00,0.03
10963,0.00,0.02
10964,0.00,0.03
10965,0.00,0.03
10966,0.00,0.03
10967,0.00,0.03
10968,0.00,0.03
10969,0.00,0.03
10970,0.00,0.03
10971,0.00,0.03
10972,0.00,0.03
10973,0.00,0.03
10974,0.00,0.03
10975,0.00,0.02
10976,0.00,0.03
10977,0.00,0.02
10978,0.00,0.02
10979,0.00,0.02
10980,0.00,0.02
10981,0.00,0.02
10982,0.00,0.02
10983,0.00,0.01
10984,0.00,0.02
10985,0.00,0.02
10986,0.00,0.02
10987,0.00,0.02
10988,0.00,0.02
10989,0.00,0.02
10990,0.00,0.02
10991,0.00,0.04
10992,0.00,0.03
10993,0.00,0.02
10994,0.00,0.03
10995,0.00,0.03
10996,0.00,0.03
10997,0.00,0.03
10998,0.00,0.03
10999,0.00,0.03
11000,0.00,0.03
11001,0.00,0.03
11002,0.00,0.03
11003,0.00,0.03
11004,0.00,0.03
11005,0.00,0.03
11006,0.00,0.03
11007,0.00,0.03
11008,0.00,0.03
11009,0.00,0.02
11010,0.00,0.03
11011,0.00,0.02
11012,0.00,0.03
11013,0.00,0.02
11014,0.00,0.03
11015,0.00,0.02
11016,0.00,0.03
11017,0.00,0.02
11018,0.00,0.03
11019,0.00,0.02
11020,0.00,0.03
11021,0.00,0.02
11022,0.00,0.03
11023,0.00,0.03
11024,0.00,0.03
11025,0.00,0.03
11026,0.00,0.03
11027,0.00,0.03
11028,0.00,0.03
11029,0.00,0.03
11030,0.00,0.03
11031,0.00,0.03
11032,0.00,0.03
11033,0.00,0.03
11034,0.00,0.03
11035,0.00,0.03
11036,0.00,0.03
11037,0.00,0.03
11038,0.00,0.03
11039,0.00,0.03
11040,0.00,0.03
11041,0.00,0.03
11042,0.00,0.02
11043,0.00,0.03
11044,0.00,0.02
11045,0.00,0.02
11046,0.00,0.03
11047,0.00,0.02
11048,0.00,0.03
11049,0.00,0.02
11050,0.00,0.03
11051,0.00,0.03
11052,0.00,0.03
11053,0.00,0.03
11054,0.00,0.03
11055,0.00,0.03
11056,0.00,0.03
11057,0.00,0.02
11058,0.00,0.03
11059,0.00,0.02
11060,0.00,0.03
11061,0.00,0.03
11062,0.00,0.03
11063,0.00,0.03
11064,0.00,0.03
11065,0.00,0.03
11066,0.00,0.03
11067,0.00,0.03
11068,0.00,0.02
11069,0.00,0.02
11070,0.00,0.03
11071,0.00,0.02
11072,0.00,0.03
11073,0.00,0.03
11074,0.00,0.03
11075,0.00,0.03
11076,0.00,0.03
11077,0.00,0.02
11078,0.00,0.03
11079,0.00,0.02
11080,0.00,0.03
11081,0.00,0.02
11082,0.00,0.03
11083,0.00,0.02
11084,0.00,0.03
11085,0.00,0.02
11086,0.00,0.03
11087,0.00,0.03
11088,0.00,0.03
11089,0.00,0.02
11090,0.00,0.03
11091,0.00,0.02
11092,0.00,0.03
11093,0.00,0.02
11094,0.00,0.03
11095,0.00,0.03
11096,0.00,0.03
11097,0.00,0.03
11098,0.00,0.03
11099,0.00,0.03
11100,0.00,0.03
11101,0.00,0.03
11102,0.00,0.03
11103,0.00,0.03
11104,0.00,0.03
11105,0.00,0.03
11106,0.00,0.03
11107,0.00,0.02
11108,0.00,0.03
11109,0.00,0.03
11110,0.00,0.03
11111,0.02,0.03
11112,0.03,0.03
11113,0.05,0.02
11114,0.09,0.03
11115,0.04,0.02
11116,0.05,0.03
11117,0.06,0.02
11118,0.04,0.02
11119,0.00,0.03
11120,0.00,0.02
11121,0.00,0.02
11122,0.00,0.03
11123,0.00,0.03
11124,0.02,0.03
11125,0.02,0.03
11126,0.01,0.03
11127,0.00,0.02
11128,0.00,0.03
11129,0.00,0.03
11130,0.00,0.03
11131,0.00,0.03
11132,0.00,0.03
11133,0.00,0.03
11134,0.00,0.03
11135,0.00,0.03
11136,0.00,0.03
11137,0.00,0.02
11138,0.00,0.03
11139,0.00,0.02
11140,0.00,0.03
11141,0.00,0.02
11142,0.00,0.03
11143,0.00,0.02
11144,0.00,0.03
11145,0.00,0.02
11146,0.00,0.03
11147,0.00,0.02
11148,0.00,0.03
11149,0.00,0.02
11150,0.00,0.03
11151,0.00,0.02
11152,0.00,0.03
11153,0.00,0.02
11154,0.00,0.03
11155,0.00,0.03
11156,0.00,0.02
11157,0.00,0.03
11158,0.00,0.02
11159,0.00,0.03
11160,0.00,0.03
11161,0.00,0.03
11162,0.00,0.03
11163,0.00,0.02
11164,0.00,0.03
11165,0.00,0.02
11166,0.00,0.03
11167,0.00,0.03
11168,0.00,0.03
11169,0.00,0.03
11170,0.00,0.03
11171,0.00,0.03
11172,0.00,0.03
11173,0.00,0.03
11174,0.00,0.03
11175,0.00,0.02
11176,0.00,0.03
11177,0.00,0.02
11178,0.00,0.03
11179,0.00,0.02
11180,0.00,0.03
11181,0.00,0.02
11182,0.00,0.03
11183,0.00,0.02
11184,0.00,0.03
11185,0.00,0.02
11186,0.00,0.03
11187,0.00,0.02
11188,0.00,0.03
11189,0.00,0.03
11190,0.00,0.03
11191,0.00,0.03
11192,0.00,0.03
11193,0.00,0.03
11194,0.00,0.03
11195,0.00,0.03
11196,0.00,0.03
11197,0.00,0.03
11198,0.00,0.03
11199,0.00,0.03
11200,0.00,0.03
11201,0.00,0.03
11202,0.00,0.03
11203,0.00,0.03
11204,0.00,0.03
11205,0.00,0.03
11206,0.00,0.03
11207,0.00,0.02
11208,0.00,0.03
11209,0.00,0.02
11210,0.00,0.03
11211,0.00,0.02
11212,0.00,0.03
11213,0.00,0.02
11214,0.00,0.03
11215,0.00,0.02
11216,0.00,0.03
11217,0.00,0.02
11218,0.00,0.03
11219,0.00,0.02
11220,0.00,0.03
11221,0.00,0.02
11222,0.00,0.03
11223,0.00,0.03
11224,0.00,0.03
11225,0.00,0.03
11226,0.00,0.03
11227,0.00,0.03
11228,0.00,0.03
11229,0.00,0.03
11230,0.00,0.03
11231,0.00,0.03
11232,0.00,0.03
11233,0.00,0.02
11234,0.00,0.03
11235,0.00,0.03
11236,0.00,0.02
11237,0.00,0.03
11238,0.00,0.03
11239,0.00,0.02
11240,0.00,0.03
11241,0.00,0.02
11242,0.00,0.03
11243,0.00,0.02
11244,0.00,0.03
11245,0.00,0.02
11246,0.00,0.03
11247,0.00,0.02
11248,0.00,0.03
11249,0.00,0.02
11250,0.00,0.03
11251,0.00,0.02
11252,0.00,0.03
11253,0.00,0.02
11254,0.00,0.03
11255,0.00,0.02
11256,0.00,0.03
11257,0.00,0.02
11258,0.00,0.03
11259,0.00,0.03
11260,0.00,0.03
11261,0.00,0.03
11262,0.00,0.03
11263,0.00,0.03
11264,0.00,0.03
11265,0.00,0.03
11266,0.00,0.03
11267,0.00,0.03
11268,0.00,0.03
11269,0.00,0.03
11270,0.00,0.03
11271,0.00,0.02
11272,0.00,0.03
11273,0.00,0.02
11274,0.00,0.03
11275,0.00,0.02
11276,0.00,0.03
11277,0.00,0.02
11278,0.00,0.03
11279,0.00,0.02
11280,0.00,0.03
11281,0.00,0.02
11282,0.00,0.03
11283,0.00,0.02
11284,0.00,0.03
11285,0.00,0.02
11286,0.00,0.03
11287,0.00,0.02
11288,0.00,0.03
11289,0.00,0.02
11290,0.00,0.03
11291,0.00,0.03
11292,0.00,0.03
11293,0.00,0.03
11294,0.00,0.03
11295,0.00,0.03
11296,0.00,0.03
11297,0.01,0.04
11298,0.02,0.03
11299,0.00,0.03
11300,0.00,0.03
11301,0.00,0.03
11302,0.00,0.03
11303,0.00,0.03
11304,0.00,0.02
11305,0.00,0.02
11306,0.00,0.03
11307,0.00,0.02
11308,0.00,0.03
11309,0.00,0.02
11310,0.00,0.03
11311,0.00,0.02
11312,0.00,0.03
11313,0.00,0.02
11314,0.00,0.03
11315,0.00,0.02
11316,0.00,0.03
11317,0.00,0.02
11318,0.00,0.03
11319,0.00,0.02
11320,0.00,0.03
11321,0.00,0.02
11322,0.00,0.03
11323,0.00,0.02
11324,0.00,0.03
11325,0.00,0.02
11326,0.00,0.03
11327,0.00,0.03
11328,0.00,0.03
11329,0.00,0.03
11330,0.00,0.03
11331,0.00,0.03
11332,0.00,0.03
11333,0.00,0.03
11334,0.00,0.03
11335,0.00,0.03
11336,0.00,0.03
11337,0.00,0.03
11338,0.00,0.03
11339,0.00,0.03
11340,0.00,0.03
11341,0.00,0.02
11342,0.00,0.03
11343,0.00,0.02
11344,0.00,0.03
11345,0.00,0.02
11346,0.00,0.03
11347,0.00,0.02
11348,0.00,0.03
11349,0.00,0.02
11350,0.00,0.03
11351,0.00,0.02
11352,0.00,0.03
11353,0.00,0.02
11354,0.00,0.03
11355,0.00,0.02
11356,0.00,0.03
11357,0.00,0.03
11358,0.00,0.03
11359,0.00,0.03
11360,0.00,0.03
11361,0.00,0.03
11362,0.00,0.03
11363,0.00,0.02
11364,0.00,0.03
11365,0.00,0.03
11366,0.00,0.02
11367,0.00,0.03
11368,0.00,0.02
11369,0.00,0.03
11370,0.00,0.03
11371,0.00,0.03
11372,0.00,0.03
11373,0.00,0.03
11374,0.00,0.03
11375,0.00,0.03
11376,0.00,0.03
11377,0.00,0.02
11378,0.00,0.02
11379,0.00,0.03
11380,0.00,0.02
11381,0.00,0.02
11382,0.00,0.03
11383,0.00,0.02
11384,0.00,0.03
11385,0.00,0.02
11386,0.00,0.03
11387,0.00,0.02
11388,0.00,0.03
11389,0.00,0.02
11390,0.00,0.02
11391,0.00,0.01
11392,0.00,0.02
11393,0.00,0.02
11394,0.00,0.02
11395,0.00,0.03
11396,0.00,0.02
11397,0.00,0.03
11398,0.00,0.02
11399,0.00,0.02
11400,0.00,0.02
11401,0.00,0.03
11402,0.00,0.03
11403,0.00,0.03
11404,0.00,0.03
11405,0.00,0.03
11406,0.00,0.03
11407,0.00,0.03
11408,0.00,0.03
11409,0.00,0.02
11410,0.00,0.03
11411,0.00,0.02
11412,0.00,0.03
11413,0.00,0.02
11414,0.00,0.03
11415,0.00,0.02
11416,0.00,0.03
11417,0.00,0.02
11418,0.00,0.03
11419,0.00,0.02
11420,0.00,0.03
11421,0.00,0.02
11422,0.00,0.03
11423,0.00,0.02
11424,0.00,0.03
11425,0.00,0.02
11426,0.00,0.03
11427,0.00,0.02
11428,0.00,0.03
11429,0.00,0.03
11430,0.00,0.03
11431,0.00,0.03
11432,0.00,0.03
11433,0.00,0.03
11434,0.00,0.03
11435,0.00,0.02
11436,0.00,0.03
11437,0.00,0.02
11438,0.00,0.03
11439,0.00,0.02
11440,0.00,0.03
11441,0.00,0.02
11442,0.00,0.03
11443,0.00,0.02
11444,0.00,0.03
11445,0.00,0.02
11446,0.00,0.03
11447,0.00,0.02
11448,0.00,0.03
11449,0.05,0.03
11450,0.07,0.04
11451,0.09,0.03
11452,0.10,0.03
11453,0.08,0.02
11454,0.05,0.03
11455,0.00,0.02
11456,0.00,0.02
11457,0.00,0.02
11458,0.00,0.03
11459,0.00,0.03
11460,0.00,0.03
11461,0.02,0.04
11462,0.05,0.04
11463,0.06,0.03
11464,0.08,0.03
11465,0.08,0.03
11466,0.06,0.04
11467,0.07,0.03
11468,0.01,0.03
11469,0.00,0.02
11470,0.00,0.03
11471,0.05,0.04
11472,0.05,0.03
11473,0.05,0.02
11474,0.04,0.03
11475,0.00,0.02
11476,0.00,0.02
11477,0.00,0.02
11478,0.00,0.02
11479,0.00,0.03
11480,0.00,0.03
11481,0.02,0.03
11482,0.05,0.04
11483,0.05,0.03
11484,0.05,0.03
11485,0.09,0.02
11486,0.05,0.03
11487,0.04,0.02
11488,0.01,0.03
11489,0.00,0.02
11490,0.00,0.03
11491,0.00,0.02
11492,0.00,0.03
11493,0.00,0.02
11494,0.00,0.03
11495,0.00,0.03
11496,0.00,0.03
11497,0.00,0.03
11498,0.00,0.03
11499,0.00,0.03
11500,0.00,0.03
11501,0.00,0.03
11502,0.00,0.03
11503,0.00,0.02
11504,0.00,0.03
11505,0.00,0.02
11506,0.00,0.03
11507,0.00,0.02
11508,0.00,0.03
11509,0.00,0.02
11510,0.00,0.03
11511,0.00,0.02
11512,0.00,0.03
11513,0.00,0.02
11514,0.00,0.03
11515,0.00,0.02
11516,0.00,0.02
11517,0.00,0.02
11518,0.00,0.03
11519,0.00,0.02
11520,0.00,0.03
11521,0.00,0.03
11522,0.00,0.03
11523,0.00,0.03
11524,0.00,0.03
11525,0.00,0.03
11526,0.00,0.03
11527,0.00,0.03
11528,0.00,0.03
11529,0.00,0.03
11530,0.00,0.03
11531,0.00,0.03
11532,0.00,0.03
11533,0.00,0.03
11534,0.00,0.03
11535,0.00,0.03
11536,0.00,0.03
11537,0.00,0.03
11538,0.00,0.03
11539,0.00,0.02
11540,0.00,0.03
11541,0.00,0.02
11542,0.00,0.03
11543,0.00,0.02
11544,0.00,0.03
11545,0.00,0.02
11546,0.00,0.03
11547,0.00,0.02
11548,0.00,0.03
11549,0.00,0.02
11550,0.00,0.03
11551,0.00,0.02
11552,0.00,0.03
11553,0.00,0.02
11554,0.00,0.03
11555,0.00,0.02
11556,0.00,0.03
11557,0.00,0.03
11558,0.00,0.03
11559,0.00,0.03
11560,0.00,0.03
11561,0.00,0.03
11562,0.00,0.03
11563,0.00,0.02
11564,0.00,0.03
11565,0.00,0.03
11566,0.00,0.03
11567,0.00,0.03
11568,0.00,0.03
11569,0.00,0.03
11570,0.00,0.03
11571,0.00,0.03
11572,0.00,0.03
11573,0.00,0.03
11574,0.00,0.03
11575,0.00,0.02
11576,0.00,0.03
11577,0.00,0.02
11578,0.00,0.03
11579,0.00,0.02
11580,0.00,0.03
11581,0.00,0.02
11582,0.00,0.03
11583,0.00,0.02
11584,0.00,0.03
11585,0.00,0.02
11586,0.00,0.03
11587,0.00,0.02
11588,0.00,0.03
11589,0.00,0.02
11590,0.00,0.03
11591,0.00,0.02
11592,0.00,0.03
11593,0.00,0.02
11594,0.00,0.03
11595,0.00,0.03
11596,0.00,0.03
11597,0.00,0.03
11598,0.00,0.03
11599,0.00,0.03
11600,0.00,0.03
11601,0.00,0.03
11602,0.00,0.03
11603,0.00,0.03
11604,0.00,0.03
11605,0.00,0.03
11606,0.00,0.03
11607,0.00,0.02
11608,0.00,0.03
11609,0.01,0.04
11610,0.08,0.03
11611,0.10,0.04
11612,0.10,0.03
11613,0.08,0.02
11614,0.05,0.03
11615,0.02,0.02
11616,0.00,0.02
11617,0.00,0.02
11618,0.00,0.02
11619,0.00,0.03
11620,0.00,0.03
11621,0.01,0.04
11622,0.04,0.03
11623,0.05,0.03
11624,0.07,0.03
11625,0.08,0.03
11626,0.07,0.04
11627,0.08,0.03
11628,0.08,0.03
11629,0.06,0.03
11630,0.03,0.02
11631,0.00,0.03
11632,0.00,0.02
11633,0.00,0.02
11634,0.00,0.03
11635,0.00,0.03
11636,0.00,0.03
11637,0.00,0.03
11638,0.00,0.03
11639,0.00,0.03
11640,0.00,0.03
11641,0.00,0.03
11642,0.00,0.03
11643,0.00,0.02
11644,0.00,0.03
11645,0.00,0.02
11646,0.00,0.03
11647,0.00,0.03
11648,0.02,0.03
11649,0.02,0.03
11650,0.01,0.02
11651,0.00,0.03
11652,0.00,0.02
11653,0.00,0.03
11654,0.00,0.02
11655,0.00,0.03
11656,0.00,0.03
11657,0.00,0.03
11658,0.01,0.04
11659,0.03,0.03
11660,0.05,0.03
11661,0.05,0.03
11662,0.05,0.04
11663,0.02,0.03
11664,0.00,0.02
11665,0.00,0.03
11666,0.00,0.03
11667,0.00,0.02
11668,0.00,0.03
11669,0.00,0.02
11670,0.00,0.03
11671,0.00,0.02
11672,0.00,0.03
11673,0.00,0.02
11674,0.00,0.03
11675,0.00,0.02
11676,0.00,0.03
11677,0.00,0.02
11678,0.00,0.03
11679,0.00,0.02
11680,0.00,0.03
11681,0.00,0.02
11682,0.00,0.03
11683,0.00,0.02
11684,0.00,0.03
11685,0.00,0.02
11686,0.00,0.03
11687,0.00,0.03
11688,0.00,0.03
11689,0.00,0.02
11690,0.00,0.03
11691,0.00,0.02
11692,0.00,0.03
11693,0.00,0.02
11694,0.00,0.03
11695,0.00,0.03
11696,0.00,0.03
11697,0.00,0.03
11698,0.00,0.03
11699,0.00,0.03
11700,0.00,0.03
11701,0.00,0.03
11702,0.00,0.03
11703,0.00,0.02
11704,0.00,0.03
11705,0.00,0.02
11706,0.00,0.03
11707,0.00,0.02
11708,0.00,0.03
11709,0.00,0.02
11710,0.00,0.03
11711,0.00,0.02
11712,0.00,0.03
11713,0.00,0.02
11714,0.00,0.03
11715,0.00,0.02
11716,0.00,0.03
11717,0.00,0.02
11718,0.00,0.03
11719,0.00,0.02
11720,0.00,0.03
11721,0.00,0.02
11722,0.00,0.03
11723,0.00,0.02
11724,0.00,0.03
11725,0.00,0.03
11726,0.00,0.03
11727,0.00,0.03
11728,0.00,0.03
11729,0.00,0.03
11730,0.00,0.03
11731,0.00,0.03
11732,0.00,0.03
11733,0.00,0.03
11734,0.00,0.03
11735,0.00,0.03
11736,0.00,0.03
11737,0.00,0.03
11738,0.00,0.03
11739,0.00,0.02
11740,0.00,0.03
11741,0.00,0.02
11742,0.00,0.03
11743,0.00,0.02
11744,0.00,0.03
11745,0.00,0.02
11746,0.00,0.03
11747,0.00,0.02
11748,0.00,0.03
11749,0.00,0.02
11750,0.00,0.03
11751,0.00,0.02
11752,0.00,0.03
11753,0.00,0.02
11754,0.00,0.03
11755,0.00,0.02
11756,0.00,0.03
11757,0.00,0.03
11758,0.00,0.03
11759,0.00,0.03
11760,0.00,0.03
11761,0.00,0.03
11762,0.00,0.03
11763,0.00,0.02
11764,0.00,0.03
11765,0.00,0.03
11766,0.00,0.02
11767,0.00,0.03
11768,0.00,0.03
11769,0.00,0.02
11770,0.00,0.03
11771,0.00,0.02
11772,0.00,0.03
11773,0.00,0.02
11774,0.00,0.03
11775,0.00,0.02
11776,0.00,0.03
11777,0.00,0.02
11778,0.00,0.02
11779,0.00,0.02
11780,0.00,0.03
11781,0.00,0.02
11782,0.00,0.03
11783,0.00,0.02
11784,0.00,0.03
11785,0.00,0.02
11786,0.00,0.03
11787,0.00,0.02
11788,0.00,0.03
11789,0.00,0.02
11790,0.00,0.03
11791,0.00,0.02
11792,0.00,0.03
11793,0.00,0.03
11794,0.00,0.03
11795,0.00,0.03
11796,0.00,0.03
11797,0.00,0.03
11798,0.00,0.03
11799,0.00,0.02
11800,0.00,0.02
11801,0.00,0.02
11802,0.00,0.02
11803,0.00,0.03
11804,0.04,0.04
11805,0.10,0.04
11806,0.10,0.03
11807,0.06,0.03
11808,0.02,0.02
11809,0.00,0.02
11810,0.00,0.02
11811,0.00,0.02
11812,0.00,0.03
11813,0.00,0.02
11814,0.00,0.03
11815,0.02,0.03
11816,0.05,0.04
11817,0.08,0.02
11818,0.16,0.04
11819,0.18,0.03
11820,0.18,0.03
11821,0.21,0.03
11822,0.14,0.02
11823,0.15,0.04
11824,0.10,0.03
11825,0.05,0.02
11826,0.04,0.03
11827,0.00,0.02
11828,0.00,0.03
11829,0.00,0.02
11830,0.00,0.03
11831,0.00,0.02
11832,0.00,0.03
11833,0.00,0.03
11834,0.00,0.03
11835,0.00,0.03
11836,0.00,0.03
11837,0.00,0.02
11838,0.00,0.03
11839,0.00,0.02
11840,0.00,0.03
11841,0.00,0.02
11842,0.00,0.03
11843,0.00,0.02
11844,0.00,0.03
11845,0.00,0.02
11846,0.00,0.03
11847,0.00,0.02
11848,0.00,0.03
11849,0.00,0.02
11850,0.00,0.03
11851,0.00,0.02
11852,0.00,0.03
11853,0.00,0.02
11854,0.00,0.03
11855,0.00,0.02
11856,0.00,0.03
11857,0.00,0.02
11858,0.00,0.03
11859,0.00,0.02
11860,0.00,0.03
11861,0.00,0.03
11862,0.00,0.03
11863,0.00,0.03
11864,0.00,0.03
11865,0.00,0.03
11866,0.00,0.03
11867,0.00,0.03
11868,0.00,0.03
11869,0.00,0.02
11870,0.00,0.03
11871,0.00,0.02
11872,0.00,0.03
11873,0.00,0.02
11874,0.00,0.03
11875,0.00,0.02
11876,0.00,0.03
11877,0.00,0.02
11878,0.00,0.02
11879,0.00,0.02
11880,0.00,0.03
11881,0.00,0.02
11882,0.00,0.03
11883,0.00,0.02
11884,0.00,0.03
11885,0.00,0.02
11886,0.00,0.03
11887,0.00,0.02
11888,0.00,0.03
11889,0.00,0.02
11890,0.00,0.03
11891,0.00,0.02
11892,0.00,0.03
11893,0.00,0.03
11894,0.00,0.03
11895,0.00,0.03
11896,0.00,0.03
11897,0.00,0.03
11898,0.00,0.03
11899,0.00,0.03
11900,0.00,0.03
11901,0.00,0.03
11902,0.00,0.03
11903,0.00,0.03
11904,0.00,0.03
11905,0.00,0.02
11906,0.00,0.03
11907,0.00,0.02
11908,0.00,0.03
11909,0.00,0.02
11910,0.00,0.03
11911,0.00,0.02
11912,0.00,0.02
11913,0.00,0.03
11914,0.00,0.02
11915,0.00,0.03
11916,0.00,0.02
11917,0.00,0.03
11918,0.00,0.02
11919,0.00,0.03
11920,0.00,0.02
11921,0.00,0.03
11922,0.00,0.03
11923,0.00,0.03
11924,0.00,0.03
11925,0.00,0.03
11926,0.00,0.03
11927,0.00,0.03
11928,0.00,0.03
11929,0.00,0.03
11930,0.00,0.03
11931,0.00,0.03
11932,0.00,0.03
11933,0.00,0.03
11934,0.00,0.03
11935,0.00,0.03
11936,0.00,0.03
11937,0.00,0.03
11938,0.00,0.03
11939,0.00,0.03
11940,0.00,0.02
11941,0.00,0.03
11942,0.00,0.03
11943,0.00,0.03
11944,0.00,0.02
11945,0.00,0.02
